group_expense_id,user_id,date,year,month,expense_name,total_amount,user_share,participants_count,weight,paid_status,payer
GRP00647,U003,2024-01-03,2024,1,Office Team Lunch,3315.88,782.98,5,1.19,Paid,U004
GRP00647,U001,2024-01-03,2024,1,Office Team Lunch,3315.88,554.37,5,0.84,Pending,U002
GRP00647,U002,2024-01-03,2024,1,Office Team Lunch,3315.88,777.49,5,1.18,Paid,U004
GRP00647,U005,2024-01-03,2024,1,Office Team Lunch,3315.88,645.36,5,0.98,Paid,U002
GRP00648,U004,2024-02-04,2024,2,Concert Tickets,5484.24,1638.3,3,0.81,Paid,U001
GRP00648,U001,2024-02-04,2024,2,Concert Tickets,5484.24,2226.71,3,1.1,Paid,U004
GRP00648,U003,2024-02-04,2024,2,Concert Tickets,5484.24,1619.24,3,0.8,Paid,U001
GRP00649,U004,2024-02-10,2024,2,Office Team Lunch,3348.11,571.34,5,0.81,Pending,U002
GRP00649,U002,2024-02-10,2024,2,Office Team Lunch,3348.11,706.58,5,1.0,Pending,U001
GRP00649,U005,2024-02-10,2024,2,Office Team Lunch,3348.11,654.1,5,0.92,Paid,U003
GRP00649,U003,2024-02-10,2024,2,Office Team Lunch,3348.11,597.95,5,0.84,Paid,U002
GRP00649,U001,2024-02-10,2024,2,Office Team Lunch,3348.11,818.15,5,1.15,Paid,U001
GRP00650,U004,2024-02-25,2024,2,Office Team Lunch,2830.24,480.58,5,0.84,Paid,U002
GRP00650,U005,2024-02-25,2024,2,Office Team Lunch,2830.24,600.65,5,1.05,Paid,U003
GRP00650,U001,2024-02-25,2024,2,Office Team Lunch,2830.24,638.28,5,1.12,Pending,U004
GRP00650,U003,2024-02-25,2024,2,Office Team Lunch,2830.24,571.9,5,1.0,Pending,U004
GRP00650,U002,2024-02-25,2024,2,Office Team Lunch,2830.24,538.84,5,0.95,Paid,U002
GRP00651,U004,2024-02-29,2024,2,House Groceries Split,2752.98,945.88,3,1.05,Pending,U001
GRP00651,U005,2024-02-29,2024,2,House Groceries Split,2752.98,964.15,3,1.07,Pending,U004
GRP00651,U001,2024-02-29,2024,2,House Groceries Split,2752.98,842.95,3,0.93,Paid,U005
GRP00652,U004,2024-03-10,2024,3,Birthday Party,5867.65,1279.77,5,1.16,Paid,U005
GRP00652,U002,2024-03-10,2024,3,Birthday Party,5867.65,1149.44,5,1.05,Paid,U002
GRP00652,U003,2024-03-10,2024,3,Birthday Party,5867.65,1296.47,5,1.18,Paid,U002
GRP00652,U005,2024-03-10,2024,3,Birthday Party,5867.65,928.16,5,0.84,Pending,U002
GRP00652,U001,2024-03-10,2024,3,Birthday Party,5867.65,1213.81,5,1.1,Pending,U001
GRP00653,U004,2024-03-14,2024,3,Birthday Party,5239.96,1147.3,5,1.06,Paid,U004
GRP00653,U001,2024-03-14,2024,3,Birthday Party,5239.96,1181.8,5,1.09,Paid,U003
GRP00653,U003,2024-03-14,2024,3,Birthday Party,5239.96,894.27,5,0.83,Paid,U001
GRP00653,U005,2024-03-14,2024,3,Birthday Party,5239.96,1105.71,5,1.02,Paid,U001
GRP00653,U002,2024-03-14,2024,3,Birthday Party,5239.96,910.88,5,0.84,Pending,U003
GRP00654,U004,2024-04-05,2024,4,Weekend Movie,2258.59,613.86,4,1.08,Pending,U002
GRP00654,U005,2024-04-05,2024,4,Weekend Movie,2258.59,594.32,4,1.05,Pending,U002
GRP00654,U002,2024-04-05,2024,4,Weekend Movie,2258.59,556.77,4,0.98,Paid,U004
GRP00654,U001,2024-04-05,2024,4,Weekend Movie,2258.59,493.65,4,0.87,Paid,U004
GRP00655,U004,2024-04-10,2024,4,Shared Uber,639.57,337.49,2,1.05,Pending,U004
GRP00655,U002,2024-04-10,2024,4,Shared Uber,639.57,302.08,2,0.94,Paid,U004
GRP00656,U004,2024-05-17,2024,5,Concert Tickets,5022.9,1462.89,3,0.91,Paid,U002
GRP00656,U005,2024-05-17,2024,5,Concert Tickets,5022.9,1739.31,3,1.08,Paid,U005
GRP00656,U002,2024-05-17,2024,5,Concert Tickets,5022.9,1820.7,3,1.13,Paid,U004
GRP00657,U004,2024-06-03,2024,6,Weekend Movie,1420.61,360.87,4,1.1,Paid,U004
GRP00657,U003,2024-06-03,2024,6,Weekend Movie,1420.61,281.32,4,0.86,Paid,U005
GRP00657,U005,2024-06-03,2024,6,Weekend Movie,1420.61,384.02,4,1.17,Pending,U005
GRP00657,U001,2024-06-03,2024,6,Weekend Movie,1420.61,394.41,4,1.2,Pending,U005
GRP00658,U004,2024-06-07,2024,6,Vacation Package,43053.51,9699.4,4,0.9,Pending,U003
GRP00658,U001,2024-06-07,2024,6,Vacation Package,43053.51,11815.72,4,1.1,Pending,U005
GRP00658,U005,2024-06-07,2024,6,Vacation Package,43053.51,8989.71,4,0.84,Paid,U001
GRP00658,U003,2024-06-07,2024,6,Vacation Package,43053.51,12548.68,4,1.17,Pending,U005
GRP00659,U004,2024-06-22,2024,6,Roommates Dinner,2695.61,873.59,3,1.04,Paid,U002
GRP00659,U001,2024-06-22,2024,6,Roommates Dinner,2695.61,911.47,3,1.09,Pending,U001
GRP00659,U002,2024-06-22,2024,6,Roommates Dinner,2695.61,910.55,3,1.09,Paid,U004
GRP00660,U004,2024-06-30,2024,6,Birthday Party,5549.51,1203.83,5,1.13,Pending,U002
GRP00660,U002,2024-06-30,2024,6,Birthday Party,5549.51,1187.47,5,1.12,Paid,U005
GRP00660,U003,2024-06-30,2024,6,Birthday Party,5549.51,1267.78,5,1.19,Paid,U002
GRP00660,U005,2024-06-30,2024,6,Birthday Party,5549.51,997.1,5,0.94,Paid,U003
GRP00660,U001,2024-06-30,2024,6,Birthday Party,5549.51,893.32,5,0.84,Pending,U005
GRP00661,U004,2024-07-02,2024,7,Trip to Goa,32050.74,8826.04,4,1.06,Paid,U002
GRP00661,U002,2024-07-02,2024,7,Trip to Goa,32050.74,7970.64,4,0.95,Paid,U002
GRP00661,U005,2024-07-02,2024,7,Trip to Goa,32050.74,6749.55,4,0.81,Paid,U004
GRP00661,U003,2024-07-02,2024,7,Trip to Goa,32050.74,8504.51,4,1.02,Pending,U002
GRP00662,U004,2024-07-20,2024,7,Office Team Lunch,4893.73,961.55,5,1.0,Paid,U004
GRP00662,U005,2024-07-20,2024,7,Office Team Lunch,4893.73,1061.7,5,1.1,Pending,U002
GRP00662,U001,2024-07-20,2024,7,Office Team Lunch,4893.73,1106.7,5,1.15,Pending,U003
GRP00662,U002,2024-07-20,2024,7,Office Team Lunch,4893.73,973.65,5,1.01,Pending,U005
GRP00662,U003,2024-07-20,2024,7,Office Team Lunch,4893.73,790.13,5,0.82,Pending,U005
GRP00663,U004,2024-07-21,2024,7,Shared Uber,528.2,296.48,2,1.11,Paid,U001
GRP00663,U001,2024-07-21,2024,7,Shared Uber,528.2,231.72,2,0.87,Paid,U004
GRP00664,U004,2024-07-27,2024,7,Shared Uber,444.91,208.91,2,0.87,Paid,U005
GRP00664,U005,2024-07-27,2024,7,Shared Uber,444.91,236.0,2,0.99,Paid,U005
GRP00665,U004,2024-07-30,2024,7,House Groceries Split,3624.95,1094.12,3,0.81,Paid,U002
GRP00665,U003,2024-07-30,2024,7,House Groceries Split,3624.95,1444.51,3,1.06,Paid,U003
GRP00665,U002,2024-07-30,2024,7,House Groceries Split,3624.95,1086.33,3,0.8,Paid,U004
GRP00666,U004,2024-08-01,2024,8,Vacation Package,32344.24,7316.64,4,0.82,Pending,U003
GRP00666,U003,2024-08-01,2024,8,Vacation Package,32344.24,9147.41,4,1.02,Paid,U001
GRP00666,U002,2024-08-01,2024,8,Vacation Package,32344.24,7379.25,4,0.82,Paid,U002
GRP00666,U001,2024-08-01,2024,8,Vacation Package,32344.24,8500.94,4,0.95,Paid,U001
GRP00667,U004,2024-08-04,2024,8,Shared Uber,323.83,159.99,2,1.0,Pending,U004
GRP00667,U005,2024-08-04,2024,8,Shared Uber,323.83,163.84,2,1.02,Pending,U004
GRP00668,U004,2024-08-10,2024,8,Vacation Package,24732.22,6101.93,4,0.97,Paid,U004
GRP00668,U001,2024-08-10,2024,8,Vacation Package,24732.22,7440.21,4,1.18,Paid,U004
GRP00668,U002,2024-08-10,2024,8,Vacation Package,24732.22,5791.14,4,0.92,Paid,U001
GRP00668,U003,2024-08-10,2024,8,Vacation Package,24732.22,5398.94,4,0.85,Paid,U003
GRP00669,U004,2024-08-18,2024,8,Concert Tickets,2089.01,574.95,3,0.86,Pending,U005
GRP00669,U005,2024-08-18,2024,8,Concert Tickets,2089.01,721.41,3,1.07,Paid,U004
GRP00669,U003,2024-08-18,2024,8,Concert Tickets,2089.01,792.65,3,1.18,Paid,U004
GRP00670,U004,2024-08-30,2024,8,Birthday Party,4643.23,1036.26,5,1.09,Paid,U001
GRP00670,U001,2024-08-30,2024,8,Birthday Party,4643.23,1041.33,5,1.1,Pending,U005
GRP00670,U005,2024-08-30,2024,8,Birthday Party,4643.23,767.94,5,0.81,Pending,U002
GRP00670,U003,2024-08-30,2024,8,Birthday Party,4643.23,1010.19,5,1.07,Paid,U003
GRP00670,U002,2024-08-30,2024,8,Birthday Party,4643.23,787.51,5,0.83,Paid,U001
GRP00671,U004,2024-09-28,2024,9,Shared Uber,381.76,195.5,2,1.05,Pending,U004
GRP00671,U001,2024-09-28,2024,9,Shared Uber,381.76,186.27,2,1.0,Pending,U001
GRP00672,U004,2024-10-12,2024,10,Roommates Dinner,3476.12,1369.73,3,1.16,Pending,U004
GRP00672,U002,2024-10-12,2024,10,Roommates Dinner,3476.12,1016.46,3,0.86,Paid,U001
GRP00672,U001,2024-10-12,2024,10,Roommates Dinner,3476.12,1089.93,3,0.93,Paid,U001
GRP00673,U004,2024-10-13,2024,10,Office Team Lunch,2856.97,552.04,5,0.98,Paid,U001
GRP00673,U002,2024-10-13,2024,10,Office Team Lunch,2856.97,538.88,5,0.96,Paid,U003
GRP00673,U005,2024-10-13,2024,10,Office Team Lunch,2856.97,461.72,5,0.82,Pending,U005
GRP00673,U003,2024-10-13,2024,10,Office Team Lunch,2856.97,661.03,5,1.17,Paid,U005
GRP00673,U001,2024-10-13,2024,10,Office Team Lunch,2856.97,643.31,5,1.14,Pending,U002
GRP00674,U004,2024-10-18,2024,10,Roommates Dinner,1621.27,428.36,3,0.82,Paid,U004
GRP00674,U001,2024-10-18,2024,10,Roommates Dinner,1621.27,596.25,3,1.15,Pending,U005
GRP00674,U005,2024-10-18,2024,10,Roommates Dinner,1621.27,596.66,3,1.15,Pending,U005
GRP00675,U004,2024-10-25,2024,10,Office Team Lunch,2523.05,433.45,5,0.86,Pending,U003
GRP00675,U001,2024-10-25,2024,10,Office Team Lunch,2523.05,450.72,5,0.89,Pending,U003
GRP00675,U003,2024-10-25,2024,10,Office Team Lunch,2523.05,592.27,5,1.17,Paid,U004
GRP00675,U002,2024-10-25,2024,10,Office Team Lunch,2523.05,476.12,5,0.94,Pending,U002
GRP00675,U005,2024-10-25,2024,10,Office Team Lunch,2523.05,570.49,5,1.13,Paid,U002
GRP00676,U004,2024-11-08,2024,11,House Groceries Split,4105.82,1443.07,3,1.08,Paid,U004
GRP00676,U003,2024-11-08,2024,11,House Groceries Split,4105.82,1589.4,3,1.19,Paid,U004
GRP00676,U005,2024-11-08,2024,11,House Groceries Split,4105.82,1073.36,3,0.8,Paid,U003
GRP00677,U004,2024-11-09,2024,11,House Groceries Split,4147.2,1339.22,3,1.06,Pending,U003
GRP00677,U003,2024-11-09,2024,11,House Groceries Split,4147.2,1380.4,3,1.1,Paid,U003
GRP00677,U005,2024-11-09,2024,11,House Groceries Split,4147.2,1427.59,3,1.13,Paid,U005
GRP00678,U004,2024-11-15,2024,11,Birthday Party,5661.47,1083.4,5,0.92,Paid,U002
GRP00678,U001,2024-11-15,2024,11,Birthday Party,5661.47,1144.12,5,0.97,Paid,U004
GRP00678,U002,2024-11-15,2024,11,Birthday Party,5661.47,1324.68,5,1.13,Paid,U001
GRP00678,U003,2024-11-15,2024,11,Birthday Party,5661.47,1064.62,5,0.9,Paid,U005
GRP00678,U005,2024-11-15,2024,11,Birthday Party,5661.47,1044.65,5,0.89,Paid,U004
GRP00679,U004,2024-11-18,2024,11,Vacation Package,22755.61,6054.58,4,0.98,Paid,U004
GRP00679,U005,2024-11-18,2024,11,Vacation Package,22755.61,4962.27,4,0.81,Pending,U002
GRP00679,U003,2024-11-18,2024,11,Vacation Package,22755.61,6479.02,4,1.05,Pending,U003
GRP00679,U002,2024-11-18,2024,11,Vacation Package,22755.61,5259.73,4,0.85,Paid,U003
GRP00680,U004,2024-11-22,2024,11,Shared Uber,420.85,185.46,2,0.82,Pending,U004
GRP00680,U001,2024-11-22,2024,11,Shared Uber,420.85,235.39,2,1.04,Paid,U001
GRP00681,U004,2024-11-28,2024,11,Trip to Goa,28949.11,6366.88,4,0.87,Pending,U002
GRP00681,U005,2024-11-28,2024,11,Trip to Goa,28949.11,7729.8,4,1.06,Paid,U004
GRP00681,U002,2024-11-28,2024,11,Trip to Goa,28949.11,8436.43,4,1.16,Paid,U003
GRP00681,U003,2024-11-28,2024,11,Trip to Goa,28949.11,6415.99,4,0.88,Pending,U005
GRP00682,U004,2024-12-06,2024,12,Concert Tickets,3062.04,1227.42,3,1.17,Paid,U005
GRP00682,U005,2024-12-06,2024,12,Concert Tickets,3062.04,917.21,3,0.88,Pending,U004
GRP00682,U001,2024-12-06,2024,12,Concert Tickets,3062.04,917.42,3,0.88,Paid,U004
GRP00683,U004,2024-12-29,2024,12,Birthday Party,4558.27,936.6,5,1.04,Paid,U001
GRP00683,U002,2024-12-29,2024,12,Birthday Party,4558.27,969.66,5,1.08,Paid,U004
GRP00683,U001,2024-12-29,2024,12,Birthday Party,4558.27,984.06,5,1.1,Pending,U002
GRP00683,U005,2024-12-29,2024,12,Birthday Party,4558.27,738.08,5,0.82,Pending,U005
GRP00683,U003,2024-12-29,2024,12,Birthday Party,4558.27,929.88,5,1.04,Pending,U001
GRP00684,U005,2020-01-17,2020,1,Trip to Goa,29611.77,8157.27,4,1.18,Pending,U002
GRP00684,U002,2020-01-17,2020,1,Trip to Goa,29611.77,5821.07,4,0.84,Pending,U005
GRP00684,U001,2020-01-17,2020,1,Trip to Goa,29611.77,7629.31,4,1.1,Paid,U002
GRP00684,U003,2020-01-17,2020,1,Trip to Goa,29611.77,8004.11,4,1.16,Paid,U005
GRP00685,U005,2020-01-26,2020,1,Concert Tickets,2471.58,796.26,3,1.06,Paid,U002
GRP00685,U001,2020-01-26,2020,1,Concert Tickets,2471.58,859.99,3,1.15,Pending,U001
GRP00685,U002,2020-01-26,2020,1,Concert Tickets,2471.58,815.33,3,1.09,Pending,U002
GRP00686,U005,2020-02-10,2020,2,Trip to Goa,22730.0,6220.82,4,1.15,Pending,U002
GRP00686,U002,2020-02-10,2020,2,Trip to Goa,22730.0,5641.29,4,1.05,Paid,U003
GRP00686,U001,2020-02-10,2020,2,Trip to Goa,22730.0,5240.71,4,0.97,Paid,U001
GRP00686,U003,2020-02-10,2020,2,Trip to Goa,22730.0,5627.17,4,1.04,Paid,U002
GRP00687,U005,2020-02-13,2020,2,Trip to Goa,23194.47,4964.56,4,0.9,Paid,U003
GRP00687,U001,2020-02-13,2020,2,Trip to Goa,23194.47,6604.38,4,1.19,Paid,U005
GRP00687,U003,2020-02-13,2020,2,Trip to Goa,23194.47,5116.48,4,0.92,Paid,U004
GRP00687,U004,2020-02-13,2020,2,Trip to Goa,23194.47,6509.05,4,1.17,Paid,U004
GRP00688,U005,2020-02-14,2020,2,Roommates Dinner,1987.83,714.45,3,1.17,Paid,U005
GRP00688,U002,2020-02-14,2020,2,Roommates Dinner,1987.83,605.45,3,0.99,Paid,U005
GRP00688,U001,2020-02-14,2020,2,Roommates Dinner,1987.83,667.92,3,1.09,Pending,U002
GRP00689,U005,2020-03-05,2020,3,Concert Tickets,5787.46,1884.36,3,1.02,Paid,U002
GRP00689,U003,2020-03-05,2020,3,Concert Tickets,5787.46,1793.32,3,0.97,Pending,U005
GRP00689,U002,2020-03-05,2020,3,Concert Tickets,5787.46,2109.78,3,1.14,Paid,U005
GRP00690,U005,2020-03-06,2020,3,Concert Tickets,3795.14,1312.32,3,1.08,Paid,U005
GRP00690,U002,2020-03-06,2020,3,Concert Tickets,3795.14,1161.94,3,0.96,Pending,U005
GRP00690,U001,2020-03-06,2020,3,Concert Tickets,3795.14,1320.88,3,1.09,Paid,U005
GRP00691,U005,2020-03-14,2020,3,House Groceries Split,3506.09,1241.8,3,1.04,Paid,U002
GRP00691,U001,2020-03-14,2020,3,House Groceries Split,3506.09,1052.57,3,0.88,Paid,U005
GRP00691,U002,2020-03-14,2020,3,House Groceries Split,3506.09,1211.72,3,1.02,Paid,U002
GRP00692,U005,2020-03-18,2020,3,Birthday Party,7173.0,1656.68,5,1.12,Pending,U003
GRP00692,U004,2020-03-18,2020,3,Birthday Party,7173.0,1613.19,5,1.1,Pending,U003
GRP00692,U001,2020-03-18,2020,3,Birthday Party,7173.0,1528.14,5,1.04,Pending,U002
GRP00692,U002,2020-03-18,2020,3,Birthday Party,7173.0,1191.6,5,0.81,Paid,U004
GRP00692,U003,2020-03-18,2020,3,Birthday Party,7173.0,1183.39,5,0.8,Paid,U004
GRP00693,U005,2020-03-29,2020,3,House Groceries Split,3630.42,1278.45,3,1.17,Paid,U003
GRP00693,U001,2020-03-29,2020,3,House Groceries Split,3630.42,1226.09,3,1.12,Pending,U003
GRP00693,U003,2020-03-29,2020,3,House Groceries Split,3630.42,1125.87,3,1.03,Pending,U001
GRP00694,U005,2020-04-04,2020,4,Shared Uber,704.39,338.27,2,1.08,Pending,U005
GRP00694,U001,2020-04-04,2020,4,Shared Uber,704.39,366.12,2,1.16,Paid,U005
GRP00695,U005,2020-04-10,2020,4,Weekend Movie,1541.08,347.56,4,0.87,Paid,U004
GRP00695,U001,2020-04-10,2020,4,Weekend Movie,1541.08,446.54,4,1.11,Pending,U005
GRP00695,U004,2020-04-10,2020,4,Weekend Movie,1541.08,333.09,4,0.83,Paid,U004
GRP00695,U003,2020-04-10,2020,4,Weekend Movie,1541.08,413.89,4,1.03,Paid,U003
GRP00696,U005,2020-04-15,2020,4,Shared Uber,493.57,242.59,2,0.84,Paid,U003
GRP00696,U003,2020-04-15,2020,4,Shared Uber,493.57,250.98,2,0.87,Paid,U005
GRP00697,U005,2020-04-27,2020,4,Shared Uber,705.41,334.93,2,1.0,Pending,U003
GRP00697,U003,2020-04-27,2020,4,Shared Uber,705.41,370.48,2,1.11,Paid,U003
GRP00698,U005,2020-05-01,2020,5,Birthday Party,5094.96,970.43,5,0.94,Paid,U001
GRP00698,U001,2020-05-01,2020,5,Birthday Party,5094.96,934.41,5,0.9,Pending,U005
GRP00698,U003,2020-05-01,2020,5,Birthday Party,5094.96,1078.71,5,1.04,Paid,U003
GRP00698,U004,2020-05-01,2020,5,Birthday Party,5094.96,1144.67,5,1.11,Pending,U001
GRP00698,U002,2020-05-01,2020,5,Birthday Party,5094.96,966.73,5,0.94,Paid,U004
GRP00699,U005,2020-05-15,2020,5,Birthday Party,3503.43,693.74,5,0.99,Paid,U005
GRP00699,U002,2020-05-15,2020,5,Birthday Party,3503.43,603.35,5,0.86,Pending,U005
GRP00699,U004,2020-05-15,2020,5,Birthday Party,3503.43,726.43,5,1.04,Pending,U003
GRP00699,U003,2020-05-15,2020,5,Birthday Party,3503.43,712.73,5,1.02,Pending,U004
GRP00699,U001,2020-05-15,2020,5,Birthday Party,3503.43,767.19,5,1.1,Pending,U004
GRP00700,U005,2020-05-16,2020,5,Vacation Package,46681.88,10922.77,4,0.84,Paid,U003
GRP00700,U002,2020-05-16,2020,5,Vacation Package,46681.88,10676.58,4,0.82,Pending,U003
GRP00700,U003,2020-05-16,2020,5,Vacation Package,46681.88,10460.79,4,0.81,Paid,U003
GRP00700,U004,2020-05-16,2020,5,Vacation Package,46681.88,14621.74,4,1.13,Pending,U005
GRP00701,U005,2020-06-05,2020,6,Trip to Goa,18642.47,5572.44,4,1.2,Paid,U002
GRP00701,U004,2020-06-05,2020,6,Trip to Goa,18642.47,4412.09,4,0.95,Paid,U005
GRP00701,U002,2020-06-05,2020,6,Trip to Goa,18642.47,4164.74,4,0.89,Pending,U004
GRP00701,U003,2020-06-05,2020,6,Trip to Goa,18642.47,4493.2,4,0.96,Paid,U003
GRP00702,U005,2020-06-06,2020,6,Shared Uber,786.54,418.45,2,1.02,Pending,U001
GRP00702,U001,2020-06-06,2020,6,Shared Uber,786.54,368.09,2,0.89,Paid,U005
GRP00703,U005,2020-06-12,2020,6,Office Team Lunch,3737.06,650.16,5,0.88,Pending,U001
GRP00703,U004,2020-06-12,2020,6,Office Team Lunch,3737.06,794.79,5,1.07,Paid,U001
GRP00703,U001,2020-06-12,2020,6,Office Team Lunch,3737.06,879.04,5,1.18,Paid,U003
GRP00703,U003,2020-06-12,2020,6,Office Team Lunch,3737.06,809.8,5,1.09,Paid,U004
GRP00703,U002,2020-06-12,2020,6,Office Team Lunch,3737.06,603.28,5,0.81,Paid,U003
GRP00704,U005,2020-06-13,2020,6,Roommates Dinner,3642.6,1365.37,3,1.14,Paid,U005
GRP00704,U002,2020-06-13,2020,6,Roommates Dinner,3642.6,983.07,3,0.82,Pending,U002
GRP00704,U003,2020-06-13,2020,6,Roommates Dinner,3642.6,1294.16,3,1.08,Pending,U003
GRP00705,U005,2020-06-22,2020,6,House Groceries Split,3846.99,1323.28,3,0.97,Paid,U005
GRP00705,U003,2020-06-22,2020,6,House Groceries Split,3846.99,1192.6,3,0.87,Paid,U002
GRP00705,U002,2020-06-22,2020,6,House Groceries Split,3846.99,1331.11,3,0.97,Paid,U002
GRP00706,U005,2020-06-27,2020,6,House Groceries Split,4838.43,1423.56,3,0.87,Paid,U005
GRP00706,U003,2020-06-27,2020,6,House Groceries Split,4838.43,1707.36,3,1.04,Paid,U005
GRP00706,U001,2020-06-27,2020,6,House Groceries Split,4838.43,1707.52,3,1.04,Pending,U003
GRP00707,U005,2020-07-10,2020,7,Weekend Movie,1738.21,472.43,4,1.11,Pending,U004
GRP00707,U003,2020-07-10,2020,7,Weekend Movie,1738.21,501.84,4,1.18,Paid,U004
GRP00707,U001,2020-07-10,2020,7,Weekend Movie,1738.21,350.7,4,0.82,Pending,U005
GRP00707,U004,2020-07-10,2020,7,Weekend Movie,1738.21,413.25,4,0.97,Paid,U001
GRP00708,U005,2020-07-22,2020,7,Shared Uber,588.88,290.77,2,0.88,Paid,U005
GRP00708,U003,2020-07-22,2020,7,Shared Uber,588.88,298.11,2,0.9,Pending,U005
GRP00709,U005,2020-08-15,2020,8,Shared Uber,390.1,210.71,2,1.15,Paid,U005
GRP00709,U002,2020-08-15,2020,8,Shared Uber,390.1,179.39,2,0.98,Paid,U005
GRP00710,U005,2020-08-21,2020,8,Trip to Goa,30512.93,7178.66,4,0.93,Paid,U003
GRP00710,U003,2020-08-21,2020,8,Trip to Goa,30512.93,7802.92,4,1.01,Pending,U004
GRP00710,U004,2020-08-21,2020,8,Trip to Goa,30512.93,6463.84,4,0.84,Pending,U005
GRP00710,U002,2020-08-21,2020,8,Trip to Goa,30512.93,9067.51,4,1.18,Pending,U005
GRP00711,U005,2020-08-22,2020,8,Trip to Goa,30878.42,7174.52,4,0.87,Paid,U003
GRP00711,U002,2020-08-22,2020,8,Trip to Goa,30878.42,7510.06,4,0.91,Paid,U005
GRP00711,U004,2020-08-22,2020,8,Trip to Goa,30878.42,9268.49,4,1.13,Paid,U002
GRP00711,U003,2020-08-22,2020,8,Trip to Goa,30878.42,6925.34,4,0.84,Paid,U003
GRP00712,U005,2020-09-12,2020,9,Roommates Dinner,2234.92,750.69,3,1.03,Paid,U002
GRP00712,U001,2020-09-12,2020,9,Roommates Dinner,2234.92,771.63,3,1.05,Paid,U001
GRP00712,U002,2020-09-12,2020,9,Roommates Dinner,2234.92,712.59,3,0.97,Paid,U005
GRP00713,U005,2020-09-19,2020,9,House Groceries Split,3266.4,1173.39,3,1.05,Paid,U005
GRP00713,U004,2020-09-19,2020,9,House Groceries Split,3266.4,1041.36,3,0.93,Paid,U004
GRP00713,U003,2020-09-19,2020,9,House Groceries Split,3266.4,1051.65,3,0.94,Paid,U004
GRP00714,U005,2020-09-27,2020,9,Birthday Party,5224.32,772.48,5,0.81,Pending,U002
GRP00714,U001,2020-09-27,2020,9,Birthday Party,5224.32,1036.13,5,1.09,Paid,U004
GRP00714,U002,2020-09-27,2020,9,Birthday Party,5224.32,1141.45,5,1.2,Pending,U004
GRP00714,U003,2020-09-27,2020,9,Birthday Party,5224.32,1133.76,5,1.19,Paid,U001
GRP00714,U004,2020-09-27,2020,9,Birthday Party,5224.32,1140.49,5,1.2,Paid,U004
GRP00715,U005,2020-10-12,2020,10,Birthday Party,6419.5,1484.68,5,1.1,Pending,U003
GRP00715,U003,2020-10-12,2020,10,Birthday Party,6419.5,1179.49,5,0.87,Paid,U005
GRP00715,U004,2020-10-12,2020,10,Birthday Party,6419.5,1110.12,5,0.82,Paid,U005
GRP00715,U001,2020-10-12,2020,10,Birthday Party,6419.5,1358.57,5,1.01,Paid,U003
GRP00715,U002,2020-10-12,2020,10,Birthday Party,6419.5,1286.65,5,0.95,Paid,U003
GRP00716,U005,2020-10-16,2020,10,Trip to Goa,24171.11,5124.17,4,0.84,Paid,U001
GRP00716,U001,2020-10-16,2020,10,Trip to Goa,24171.11,6511.92,4,1.06,Paid,U004
GRP00716,U004,2020-10-16,2020,10,Trip to Goa,24171.11,6693.42,4,1.09,Paid,U001
GRP00716,U002,2020-10-16,2020,10,Trip to Goa,24171.11,5841.59,4,0.95,Paid,U001
GRP00717,U005,2020-10-17,2020,10,House Groceries Split,4071.98,1252.43,3,0.87,Paid,U005
GRP00717,U002,2020-10-17,2020,10,House Groceries Split,4071.98,1389.04,3,0.96,Pending,U002
GRP00717,U004,2020-10-17,2020,10,House Groceries Split,4071.98,1430.51,3,0.99,Pending,U002
GRP00718,U005,2020-11-06,2020,11,Weekend Movie,1253.82,326.0,4,1.16,Pending,U002
GRP00718,U003,2020-11-06,2020,11,Weekend Movie,1253.82,319.61,4,1.14,Pending,U001
GRP00718,U002,2020-11-06,2020,11,Weekend Movie,1253.82,326.79,4,1.16,Paid,U002
GRP00718,U001,2020-11-06,2020,11,Weekend Movie,1253.82,281.42,4,1.0,Paid,U005
GRP00719,U005,2020-11-12,2020,11,House Groceries Split,4308.75,1116.71,3,0.81,Pending,U001
GRP00719,U004,2020-11-12,2020,11,House Groceries Split,4308.75,1557.86,3,1.13,Pending,U004
GRP00719,U001,2020-11-12,2020,11,House Groceries Split,4308.75,1634.18,3,1.18,Pending,U001
GRP00720,U005,2020-12-10,2020,12,House Groceries Split,4210.03,1334.28,3,0.98,Pending,U001
GRP00720,U002,2020-12-10,2020,12,House Groceries Split,4210.03,1561.42,3,1.15,Pending,U005
GRP00720,U001,2020-12-10,2020,12,House Groceries Split,4210.03,1314.33,3,0.97,Paid,U001
GRP00721,U005,2021-01-01,2021,1,Office Team Lunch,3379.82,608.31,5,0.92,Paid,U003
GRP00721,U002,2021-01-01,2021,1,Office Team Lunch,3379.82,629.57,5,0.95,Paid,U002
GRP00721,U004,2021-01-01,2021,1,Office Team Lunch,3379.82,652.03,5,0.98,Paid,U003
GRP00721,U003,2021-01-01,2021,1,Office Team Lunch,3379.82,705.3,5,1.06,Pending,U002
GRP00721,U001,2021-01-01,2021,1,Office Team Lunch,3379.82,784.62,5,1.18,Paid,U002
GRP00722,U005,2021-01-13,2021,1,Office Team Lunch,3521.13,728.04,5,1.06,Paid,U002
GRP00722,U003,2021-01-13,2021,1,Office Team Lunch,3521.13,674.35,5,0.98,Paid,U001
GRP00722,U004,2021-01-13,2021,1,Office Team Lunch,3521.13,586.9,5,0.86,Paid,U001
